snr_db,svd,gmd,gmd_thp,baseline,low_step_ao,soft_ao,svd_ber,gmd_ber,gmd_thp_ber,baseline_ber,low_step_ao_ber,soft_ao_ber,svd_gaussian,gmd_gaussian,gmd_thp_gaussian,baseline_gaussian,low_step_ao_gaussian,soft_ao_gaussian,gain_gmd_thp_vs_gmd,gain_soft_ao_vs_svd,gain_soft_ao_vs_gmd,gain_soft_ao_vs_gmd_thp,gain_soft_ao_vs_baseline,gain_soft_ao_vs_low_step_ao,gap_gaussian_vs_svd,gap_gaussian_vs_gmd,gap_gaussian_vs_gmd_thp,gap_gaussian_vs_baseline,gap_gaussian_vs_low_step_ao,gap_gaussian_vs_soft_ao,svd_leakage,gmd_leakage,baseline_leakage,low_step_ao_leakage,soft_ao_leakage
-10.0000000000,1.1382664952,0.0878562975,0.0080816536,0.3231688457,0.0631279283,0.1336243001,0.4523925781,0.4836425781,0.5043945312,0.4753417969,0.4848632812,0.4797363281,1.1755086900,0.1492561651,0.1492561651,0.4164203141,1.3042714847,1.4280872861,-0.0797746439,-1.0046421951,0.0457680027,0.1255426466,-0.1895445456,0.0704963718,0.0372421947,0.0613998677,0.1411745116,0.0932514684,1.2411435564,1.2944629860,0.0263146540,0.0263146540,1.0409745214,0.0220201640,0.0181715823
0.0000000000,5.7747040254,0.0000000000,0.0094650085,0.0000000000,4.1737449697,4.9526052126,0.3532714844,0.4584960938,0.5009765625,0.4506835938,0.4028320312,0.3972167969,6.2577388202,1.3584196976,1.3584196976,3.1293808539,6.9394743632,7.4252164670,0.0094650085,-0.8220988127,4.9526052126,4.9431402041,4.9526052126,0.7788602429,0.4830347948,1.3584196976,1.3489546891,3.1293808539,2.7657293935,2.4726112544,0.0263146540,0.0263146540,1.0409745214,0.0188542716,0.0144146947
10.0000000000,11.4502256905,0.0000000000,1.6061459120,0.0000000000,11.0208129922,11.1503379820,0.2600097656,0.4284667969,0.4128417969,0.4201660156,0.2863769531,0.2778320312,17.5627059076,8.2160592098,8.2160592098,12.5817469627,17.5491990421,17.3479368594,1.6061459120,-0.2998877085,11.1503379820,9.5441920700,11.1503379820,0.1295249898,6.1124802172,8.2160592098,6.6099132978,12.5817469627,6.5283860499,6.1975988774,0.0263146540,0.0263146540,1.0409745214,0.0292278483,0.0316304921
20.0000000000,5.6587542032,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2231445312,0.3742675781,0.3020019531,0.3935546875,0.2854003906,0.2893066406,32.9148426715,25.3710646261,25.3710646261,28.8709303649,26.3665196290,26.4507990127,0.0000000000,-5.6587542032,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27.2560884683,25.3710646261,25.3710646261,28.8709303649,26.3665196290,26.4507990127,0.0263146540,0.0263146540,1.0409745214,0.0248815068,0.0256216041
30.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2102050781,0.3513183594,0.2773437500,0.3864746094,0.2773437500,0.2773437500,52.2451459623,49.3598100097,49.3598100097,50.5160306060,49.3598103029,49.3598103029,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,52.2451459623,49.3598100097,49.3598100097,50.5160306060,49.3598103029,49.3598103029,0.0263146540,0.0263146540,1.0409745214,0.0263146585,0.0263146585
