snr_db,svd,gmd_thp,gain_gmd_thp_vs_svd,svd_leakage
-10.0000000000,0.3600354916,0.0031286339,-0.3569068577,0.7649677578
-7.5000000000,0.6020302471,0.0028221440,-0.5992081032,0.6585568011
-5.0000000000,0.9570627045,0.0029267834,-0.9541359211,0.4694960369
-2.5000000000,1.8058464771,0.0040027483,-1.8018437288,0.2967605220
0.0000000000,2.9455996137,0.0048459693,-2.9407536444,0.1945501197
2.5000000000,4.5636748204,0.0079714548,-4.5557033656,0.1142344668
5.0000000000,6.6583834655,0.0039201609,-6.6544633046,0.0626346476
7.5000000000,8.8274286118,0.1618199879,-8.6656086239,0.0372178044
10.0000000000,10.7440003418,0.1411230408,-10.6028773010,0.0223011030
12.5000000000,12.6219921538,0.4582726499,-12.1637195039,0.0144319901
15.0000000000,14.1207755651,1.8893438406,-12.2314317245,0.0095409227
17.5000000000,15.4060056467,4.4176250538,-10.9883805929,0.0061240446
20.0000000000,16.5314288603,8.2179309140,-8.3134979463,0.0039118774
22.5000000000,17.5049775818,14.0036258435,-3.5013517383,0.0024192514
25.0000000000,18.4725378537,20.0424166524,1.5698787987,0.0014301057
27.5000000000,19.7091521366,26.1620672969,6.4529151603,0.0008486012
30.0000000000,21.0462661769,30.2401230092,9.1938568323,0.0005083321
32.5000000000,22.5600596253,31.6492301074,9.0891704821,0.0002980154
35.0000000000,24.0667334902,31.9816220185,7.9148885283,0.0001724259
37.5000000000,25.4584296158,31.9999999561,6.5415703403,0.0000986240
40.0000000000,26.7567649170,32.0000000000,5.2432350830,0.0000558916
42.5000000000,27.9689771832,32.0000000000,4.0310228168,0.0000315197
45.0000000000,29.0696968073,32.0000000000,2.9303031927,0.0000177375
47.5000000000,30.0801702008,32.0000000000,1.9198297992,0.0000099743
50.0000000000,30.8808560171,32.0000000000,1.1191439829,0.0000056079
