snr_db,svd,gmd,gmd_thp,baseline,low_step_ao,soft_ao,svd_ber,gmd_ber,gmd_thp_ber,baseline_ber,low_step_ao_ber,soft_ao_ber,svd_gaussian,gmd_gaussian,gmd_thp_gaussian,baseline_gaussian,low_step_ao_gaussian,soft_ao_gaussian,gain_gmd_thp_vs_gmd,gain_soft_ao_vs_svd,gain_soft_ao_vs_gmd,gain_soft_ao_vs_gmd_thp,gain_soft_ao_vs_baseline,gain_soft_ao_vs_low_step_ao,gap_gaussian_vs_svd,gap_gaussian_vs_gmd,gap_gaussian_vs_gmd_thp,gap_gaussian_vs_baseline,gap_gaussian_vs_low_step_ao,gap_gaussian_vs_soft_ao,svd_leakage,gmd_leakage,baseline_leakage,low_step_ao_leakage,soft_ao_leakage
-10.0000000000,0.0838493695,0.0070962613,0.0001959212,0.6075098567,0.0015266640,0.0015266640,0.4882812500,0.4941406250,0.4908854167,0.4801432292,0.5013020833,0.5013020833,0.0962761824,0.0046687527,0.0046687527,0.8298751017,0.0516295461,0.0516295461,-0.0069003401,-0.0823227055,-0.0055695973,0.0013307428,-0.6059831927,0.0000000000,0.0124268130,-0.0024275086,0.0044728315,0.2223652450,0.0501028822,0.0501028822,0.0419037042,0.0419037042,0.9617023424,0.0428135634,0.0428135634
0.0000000000,0.6571436913,0.0312949154,0.0026435621,0.7690336541,0.0004986926,0.0004986926,0.4680989583,0.4907226562,0.4995117188,0.4607747396,0.5026041667,0.5026041667,0.8572354650,0.0465106954,0.0465106954,4.0276105503,0.4453501285,0.4453501285,-0.0286513533,-0.6566449987,-0.0307962228,-0.0021448694,-0.7685349615,0.0000000000,0.2000917737,0.0152157800,0.0438671333,3.2585768962,0.4448514358,0.4448514358,0.0419037042,0.0419037042,0.9617023424,0.0419036968,0.0419036968
10.0000000000,3.8345351692,0.0000000000,0.0035220491,0.0000000000,2.3470773529,2.9536937362,0.4223632812,0.4822591146,0.5089518229,0.4456380208,0.4500325521,0.4425455729,4.8299796670,0.4485979473,0.4485979473,10.4969366846,5.2912239186,5.6394412076,0.0035220491,-0.8808414330,2.9536937362,2.9501716871,2.9536937362,0.6066163833,0.9954444978,0.4485979473,0.4450758982,10.4969366846,2.9441465657,2.6857474714,0.0419037042,0.0419037042,0.9617023424,0.0322001016,0.0250858710
20.0000000000,8.4101218360,0.0000000000,0.0654764552,0.0000000000,9.0317939572,9.7564386415,0.3595377604,0.4783528646,0.4995117188,0.4161783854,0.3592122396,0.3569335938,13.8113005969,3.4691653989,3.4691653989,20.6479574201,14.5137057574,15.0850639980,0.0654764552,1.3463168055,9.7564386415,9.6909621863,9.7564386415,0.7246446843,5.4011787609,3.4691653989,3.4036889437,20.6479574201,5.4819118002,5.3286253565,0.0419037042,0.0419037042,0.9617023424,0.0388604600,0.0376330680
30.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4754828779,0.3307291667,0.4653320312,0.4659830729,0.3751627604,0.3802083333,0.3829752604,26.3182984833,14.6546064177,14.6546064177,35.7995058457,22.2845364273,22.9723096429,0.0000000000,0.4754828779,0.4754828779,0.4754828779,0.4754828779,0.4754828779,26.3182984833,14.6546064177,14.6546064177,35.7995058457,22.2845364273,22.4968267650,0.0419037042,0.0419037042,0.9617023424,0.0470454099,0.0510805360
