snr_db,svd,gmd,gmd_thp,baseline,low_step_ao,soft_ao,svd_ber,gmd_ber,gmd_thp_ber,baseline_ber,low_step_ao_ber,soft_ao_ber,svd_gaussian,gmd_gaussian,gmd_thp_gaussian,baseline_gaussian,low_step_ao_gaussian,soft_ao_gaussian,gain_gmd_thp_vs_gmd,gain_soft_ao_vs_svd,gain_soft_ao_vs_gmd,gain_soft_ao_vs_gmd_thp,gain_soft_ao_vs_baseline,gain_soft_ao_vs_low_step_ao,gap_gaussian_vs_svd,gap_gaussian_vs_gmd,gap_gaussian_vs_gmd_thp,gap_gaussian_vs_baseline,gap_gaussian_vs_low_step_ao,gap_gaussian_vs_soft_ao,svd_leakage,gmd_leakage,baseline_leakage,low_step_ao_leakage,soft_ao_leakage
-10.0000000000,1.1093023826,0.0771089723,0.0030501585,0.2033507437,0.0734920499,0.1721955046,0.4628906250,0.4858398438,0.4903971354,0.4848632812,0.4941406250,0.4988606771,1.2639789482,0.1065561481,0.1065561481,0.4164203141,1.4119108289,1.5456256028,-0.0740588138,-0.9371068780,0.0950865323,0.1691453461,-0.0311552391,0.0987034547,0.1546765656,0.0294471758,0.1035059896,0.2130695704,1.3384187790,1.3734300983,0.0000000000,0.0000000000,1.0409745214,0.0000000000,0.0000000000
0.0000000000,5.7253807774,0.0000000000,0.0156845558,0.0000000000,4.0160012664,4.6820725585,0.3920898438,0.4775390625,0.4903971354,0.4597981771,0.4223632812,0.4210611979,6.3465110028,1.0046909247,1.0046909247,3.1293808539,6.8701217447,7.2503062499,0.0156845558,-1.0433082189,4.6820725585,4.6663880027,4.6820725585,0.6660712920,0.6211302254,1.0046909247,0.9890063689,3.1293808539,2.8541204783,2.5682336914,0.0000000000,0.0000000000,1.0409745214,0.0000000000,0.0000000000
10.0000000000,15.6106911987,0.0000000000,1.2963640105,0.0000000000,14.5452483268,15.2887611700,0.2897135417,0.4375000000,0.4539388021,0.4441731771,0.3160807292,0.3131510417,17.0903392587,6.9766368339,6.9766368339,12.5817469627,17.8563778215,18.3535817296,1.2963640105,-0.3219300288,15.2887611700,13.9923971595,15.2887611700,0.7435128432,1.4796480600,6.9766368339,5.6802728234,12.5817469627,3.3111294947,3.0648205596,0.0000000000,0.0000000000,1.0409745214,0.0000000000,0.0000000000
20.0000000000,25.5479088482,0.0000000000,17.7004853506,0.0000000000,24.4303795843,25.2299037315,0.1979166667,0.3185221354,0.2146809896,0.4308268229,0.2237955729,0.2220052083,32.5620595699,24.8202054539,24.8202054539,28.8709303649,33.2748147487,33.4248261835,17.7004853506,-0.3180051167,25.2299037315,7.5294183810,25.2299037315,0.7995241472,7.0141507217,24.8202054539,7.1197201033,28.8709303649,8.8444351643,8.1949224520,0.0000000000,0.0000000000,1.0409745214,0.0000000000,0.0000000000
30.0000000000,33.3781652252,11.4956647946,42.9897647863,0.0000000000,44.0353856735,44.5637564497,0.1173502604,0.0743815104,0.0299479167,0.4207356771,0.0242513021,0.0205078125,52.7347702178,49.8991201389,49.8991201389,50.5160306060,51.1293013015,51.9568879998,31.4940999917,11.1855912245,33.0680916551,1.5739916634,44.5637564497,0.5283707762,19.3566049926,38.4034553443,6.9093553526,50.5160306060,7.0939156281,7.3931315501,0.0000000000,0.0000000000,1.0409745214,0.0000000000,0.0000000000
