snr_db,svd,gmd_thp,gain_gmd_thp_vs_svd,svd_leakage
-10.0000000000,0.0534913064,0.0000097175,-0.0534815889,0.0000000000
-7.5000000000,0.0918349460,0.0000300801,-0.0918048659,0.0000000000
-5.0000000000,0.1585940732,0.0000392957,-0.1585547774,0.0000000000
-2.5000000000,0.2748713481,0.0000481297,-0.2748232184,0.0000000000
0.0000000000,0.4697412091,0.0001365737,-0.4696046354,0.0000000000
2.5000000000,0.7840731934,0.0001361212,-0.7839370721,0.0000000000
5.0000000000,1.2637297226,0.0003669504,-1.2633627721,0.0000000000
7.5000000000,1.9533116082,0.0009702288,-1.9523413793,0.0000000000
10.0000000000,2.8979158484,0.0008290075,-2.8970868409,0.0000000000
12.5000000000,4.1337917939,0.0015500325,-4.1322417614,0.0000000000
15.0000000000,5.6585404141,0.0024321582,-5.6561082559,0.0000000000
17.5000000000,7.4444573278,0.0031521590,-7.4413051688,0.0000000000
20.0000000000,9.4621944103,0.0030570279,-9.4591373824,0.0000000000
22.5000000000,11.6306225840,0.0060239101,-11.6245986739,0.0000000000
25.0000000000,13.7979253881,0.0069604566,-13.7909649316,0.0000000000
27.5000000000,15.8620169757,0.0224975620,-15.8395194137,0.0000000000
30.0000000000,17.8039184930,0.2415729576,-17.5623455354,0.0000000000
32.5000000000,19.6272563029,1.0905026443,-18.5367536586,0.0000000000
35.0000000000,21.3320240504,3.0004269658,-18.3315970846,0.0000000000
37.5000000000,22.8925355134,6.3154140221,-16.5771214913,0.0000000000
40.0000000000,24.2869821677,11.1242396134,-13.1627425543,0.0000000000
42.5000000000,25.6221154867,17.1709267257,-8.4511887610,0.0000000000
45.0000000000,26.9625939896,23.9118882778,-3.0507057118,0.0000000000
47.5000000000,28.2939202139,30.7234027853,2.4294825714,0.0000000000
50.0000000000,29.6787807882,36.8432276395,7.1644468514,0.0000000000
