snr_db,svd,gmd_thp,gain_gmd_thp_vs_svd,svd_leakage
-10.0000000000,0.7930551561,0.0008355843,-0.7922195718,0.0000000000
-7.5000000000,1.2749042638,0.0011330215,-1.2737712423,0.0000000000
-5.0000000000,1.9712002565,0.0009351241,-1.9702651325,0.0000000000
-2.5000000000,2.9064643225,0.0033430339,-2.9031212885,0.0000000000
0.0000000000,4.0892339151,0.0034746721,-4.0857592431,0.0000000000
2.5000000000,5.4954021909,0.0050951086,-5.4903070823,0.0000000000
5.0000000000,7.0514757217,0.0187902763,-7.0326854455,0.0000000000
7.5000000000,8.6580495877,0.0898128470,-8.5682367407,0.0000000000
10.0000000000,10.2843482699,0.3231032174,-9.9612450525,0.0000000000
12.5000000000,11.9642500005,0.9116631595,-11.0525868411,0.0000000000
15.0000000000,13.6849841673,2.0963367740,-11.5886473932,0.0000000000
17.5000000000,15.3863987613,4.2551795520,-11.1312192093,0.0000000000
20.0000000000,16.9601035396,7.6377502540,-9.3223532857,0.0000000000
22.5000000000,18.3203673806,12.0302560107,-6.2901113699,0.0000000000
25.0000000000,19.5205678672,16.8535910558,-2.6669768113,0.0000000000
27.5000000000,20.6357745556,21.5483857514,0.9126111958,0.0000000000
30.0000000000,21.7096947965,25.5567563293,3.8470615328,0.0000000000
32.5000000000,22.7868405747,28.4122167037,5.6253761290,0.0000000000
35.0000000000,23.8485435922,30.2001618521,6.3516182599,0.0000000000
37.5000000000,24.8496214010,31.2567301871,6.4071087861,0.0000000000
40.0000000000,25.7639079568,31.7819896529,6.0180816961,0.0000000000
42.5000000000,26.6137384636,31.9558668287,5.3421283651,0.0000000000
45.0000000000,27.4548317543,31.9946347844,4.5398030301,0.0000000000
47.5000000000,28.2568559646,31.9999965455,3.7431405809,0.0000000000
50.0000000000,28.9485202656,32.0000000000,3.0514797344,0.0000000000
