snr_db,svd,gmd_thp,gain_gmd_thp_vs_svd,svd_leakage
-10.0000000000,0.8484047580,0.0014142314,-0.8469905265,0.0000000000
-7.5000000000,1.4100398226,0.0017337763,-1.4083060463,0.0000000000
-5.0000000000,2.2562969526,0.0036772649,-2.2526196877,0.0000000000
-2.5000000000,3.4467724627,0.0054025385,-3.4413699242,0.0000000000
0.0000000000,5.0179687940,0.0077593730,-5.0102094210,0.0000000000
2.5000000000,6.9893982344,0.0057979760,-6.9836002584,0.0000000000
5.0000000000,9.3479191462,0.0130814506,-9.3348376957,0.0000000000
7.5000000000,12.0302277567,0.1020217400,-11.9282060168,0.0000000000
10.0000000000,14.9187892042,0.5358464735,-14.3829427307,0.0000000000
12.5000000000,17.8321867041,1.8549932423,-15.9771934618,0.0000000000
15.0000000000,20.4910479911,4.6906561837,-15.8003918075,0.0000000000
17.5000000000,22.8025447125,9.3466093161,-13.4559353964,0.0000000000
20.0000000000,24.8581410410,15.5069629585,-9.3511780825,0.0000000000
22.5000000000,26.7136828149,22.5050669245,-4.2086158904,0.0000000000
25.0000000000,28.5229983622,29.6267717466,1.1037733843,0.0000000000
27.5000000000,30.4336790260,36.2324420097,5.7987629837,0.0000000000
30.0000000000,32.4562839639,41.7073037521,9.2510197883,0.0000000000
32.5000000000,34.6046928534,45.4657396609,10.8610468074,0.0000000000
35.0000000000,36.8269172194,47.3479437820,10.5210265625,0.0000000000
37.5000000000,38.9778556223,47.9218011779,8.9439455555,0.0000000000
40.0000000000,40.9230840532,47.9983952394,7.0753111862,0.0000000000
42.5000000000,42.5724574173,47.9999999508,5.4275425335,0.0000000000
45.0000000000,43.9188127161,48.0000000000,4.0811872839,0.0000000000
47.5000000000,44.9904573523,48.0000000000,3.0095426477,0.0000000000
50.0000000000,45.8490586508,48.0000000000,2.1509413492,0.0000000000
