snr_db,avg_svd,avg_gmd_thp,gain_gmd_thp_vs_svd,avg_svd_ber,avg_gmd_thp_ber,avg_svd_leakage,avg_gmd_thp_leakage
-10.0,1.0285522731143768,0.004423956824476605,-1.0241283162899002,0.45556640625,0.5011393229166667,0.0,0.0
0.0,6.766442382701525,0.21305543641522462,-6.553386946286301,0.36393229166666663,0.47021484375,0.0,0.0
10.0,22.96452965244717,17.290571557202853,-5.673958095244316,0.18701171875,0.21158854166666669,0.0,0.0
20.0,41.87252416236292,44.05011780336295,2.17759364100003,0.0380859375,0.020833333333333332,0.0,0.0
30.0,47.84719445904123,47.999999999979934,0.1528055409387008,0.0006510416666666666,0.0,0.0,0.0
