snr_db,avg_svd,avg_svd_waterfill,avg_ao,avg_gaussian_limit,gain_svd_waterfill_vs_svd,gain_ao_vs_svd_waterfill,avg_svd_leakage,avg_svd_waterfill_leakage,avg_ao_leakage,ao_init_frac_svd_waterfill,ao_init_frac_svd,ao_init_frac_gmd
-10.0,0.8481793514961216,1.4742454409450803,1.4742454491246009,3.3172841490188745,0.6260660894489587,8.179520616380387e-09,0.0,0.0,1.7894737027180774e-15,1.0,0.0,0.0
-5.0,2.376257214863681,3.421844519790257,3.4218445657582612,6.172931825407622,1.0455873049265763,4.59680040698629e-08,0.0,0.0,1.788950391427476e-15,1.0,0.0,0.0
0.0,5.762332570610261,6.954788812625736,6.954788757344895,10.895319544037358,1.1924562420154752,-5.5280841237959066e-08,0.0,0.0,2.7173130448513563e-15,1.0,0.0,0.0
