snr_db,avg_svd,avg_gmd,gain_gmd_vs_svd,avg_svd_leakage,avg_gmd_leakage
0.0,8.401695936793102,5.9624609459854305,-2.4392349908076714,0.0,0.0
5.0,18.852218371217628,14.006295870510176,-4.845922500707452,0.0,0.0
10.0,35.46601901628455,28.649688188730124,-6.816330827554424,0.0,0.0
15.0,56.64062450130842,48.88362912472503,-7.75699537658339,0.0,0.0
20.0,77.94392825732966,71.58287801893493,-6.361050238394725,0.0,0.0
25.0,91.15420631314375,91.230881499894,0.07667518675025065,0.0,8.271215374280379e-17
30.0,95.38421879127512,95.99989900358463,0.6156802123095133,0.0,0.0
