snr_db,svd,gmd,ucd,ao,gain_gmd_vs_svd,gain_ucd_vs_svd,gain_ao_vs_svd,gain_ao_vs_gmd,svd_ber,gmd_ber,ucd_ber,ao_ber,svd_leakage,gmd_leakage,ucd_leakage,ao_leakage,ao_init_frac_svd,ao_init_frac_ucd
25.0,42.58279141808406,47.502562789687595,47.539936616436094,47.53993615458442,4.919771371603538,4.957145198352038,4.957144736500361,0.037373364896822636,0.170166015625,0.00244140625,0.002766927083333333,0.002766927083333333,0.0,0.0,0.0,2.205651641980474e-14,0.0,1.0
27.5,44.31406884506161,47.965502668708474,47.96842249579917,47.96842235268848,3.6514338236468618,3.654353650737555,3.6543535076268654,0.00291968398000364,0.114990234375,0.00016276041666666666,0.00016276041666666666,0.00016276041666666666,0.0,0.0,0.0,1.9866274490100484e-14,0.0,1.0
30.0,45.79817901748132,47.99998395088344,47.999984457989704,47.99998445746482,2.201804933402123,2.2018054405083873,2.2018054399835023,5.065813795113172e-07,0.06298828125,0.0,0.0,0.0,0.0,0.0,0.0,2.1989326691200024e-14,0.0,1.0
32.5,47.01558555978,47.99999999999948,47.99999999999952,47.99999999999952,0.9844144402194814,0.984414440219517,0.984414440219517,3.552713678800501e-14,0.02978515625,0.0,0.0,0.0,0.0,0.0,0.0,2.0284184225979626e-14,0.0,1.0
35.0,47.71987532894724,48.0,48.0,48.0,0.28012467105276073,0.28012467105276073,0.28012467105276073,0.0,0.008544921875,0.0,0.0,0.0,0.0,0.0,0.0,2.3495736847436363e-14,0.0,1.0
