row_index,bits,real_part,imag_part,hard_bits_from_soft
0,0000,0.948683298050514,-0.316227766016838,0110
1,0001,0.948683298050514,-0.948683298050514,0111
2,0010,0.316227766016838,-0.948683298050514,0101
3,0011,0.316227766016838,-0.316227766016838,0100
4,0100,0.948683298050514,0.316227766016838,0010
5,0101,0.948683298050514,0.948683298050514,0011
6,0110,0.316227766016838,0.948683298050514,0001
7,0111,0.316227766016838,0.316227766016838,0000
8,1000,-0.948683298050514,0.316227766016838,1010
9,1001,-0.948683298050514,0.948683298050514,1011
10,1010,-0.316227766016838,0.948683298050514,1001
11,1011,-0.316227766016838,0.316227766016838,1000
12,1100,-0.948683298050514,-0.316227766016838,1110
13,1101,-0.948683298050514,-0.948683298050514,1111
14,1110,-0.316227766016838,-0.948683298050514,1101
15,1111,-0.316227766016838,-0.316227766016838,1100
