row_index,bits,real_part,imag_part,hard_bits_from_soft
155,10011011,0.997054485501582,-0.843661487732108,10011011
156,10011100,0.997054485501582,-0.076696498884737,10011100
157,10011101,0.997054485501582,-0.230089496654211,10011101
158,10011110,0.997054485501582,-0.536875492193159,10011110
159,10011111,0.997054485501582,-0.383482494423685,10011111
160,10100000,0.690268489962633,1.15044748327106,10100000
161,10100001,0.690268489962633,0.997054485501582,10100001
162,10100010,0.690268489962633,0.690268489962633,10100010
163,10100011,0.690268489962633,0.843661487732108,10100011
164,10100100,0.690268489962633,0.076696498884737,10100100
165,10100101,0.690268489962633,0.230089496654211,10100101
166,10100110,0.690268489962633,0.536875492193159,10100110
167,10100111,0.690268489962633,0.383482494423685,10100111
168,10101000,0.690268489962633,-1.15044748327106,10101000
169,10101001,0.690268489962633,-0.997054485501582,10101001
170,10101010,0.690268489962633,-0.690268489962633,10101010
171,10101011,0.690268489962633,-0.843661487732108,10101011
172,10101100,0.690268489962633,-0.076696498884737,10101100
173,10101101,0.690268489962633,-0.230089496654211,10101101
174,10101110,0.690268489962633,-0.536875492193159,10101110
175,10101111,0.690268489962633,-0.383482494423685,10101111
176,10110000,0.843661487732108,1.15044748327106,10110000
177,10110001,0.843661487732108,0.997054485501582,10110001
178,10110010,0.843661487732108,0.690268489962633,10110010
179,10110011,0.843661487732108,0.843661487732108,10110011
180,10110100,0.843661487732108,0.076696498884737,10110100
181,10110101,0.843661487732108,0.230089496654211,10110101
182,10110110,0.843661487732108,0.536875492193159,10110110
183,10110111,0.843661487732108,0.383482494423685,10110111
184,10111000,0.843661487732108,-1.15044748327106,10111000
185,10111001,0.843661487732108,-0.997054485501582,10111001
186,10111010,0.843661487732108,-0.690268489962633,10111010
187,10111011,0.843661487732108,-0.843661487732108,10111011
188,10111100,0.843661487732108,-0.076696498884737,10111100
189,10111101,0.843661487732108,-0.230089496654211,10111101
190,10111110,0.843661487732108,-0.536875492193159,10111110
191,10111111,0.843661487732108,-0.383482494423685,10111111
192,11000000,0.076696498884737,1.15044748327106,11000000
193,11000001,0.076696498884737,0.997054485501582,11000001
194,11000010,0.076696498884737,0.690268489962633,11000010
195,11000011,0.076696498884737,0.843661487732108,11000011
196,11000100,0.076696498884737,0.076696498884737,11000100
197,11000101,0.076696498884737,0.230089496654211,11000101
198,11000110,0.076696498884737,0.536875492193159,11000110
199,11000111,0.076696498884737,0.383482494423685,11000111
200,11001000,0.076696498884737,-1.15044748327106,11001000
201,11001001,0.076696498884737,-0.997054485501582,11001001
202,11001010,0.076696498884737,-0.690268489962633,11001010
203,11001011,0.076696498884737,-0.843661487732108,11001011
204,11001100,0.076696498884737,-0.076696498884737,11001100
205,11001101,0.076696498884737,-0.230089496654211,11001101
206,11001110,0.076696498884737,-0.536875492193159,11001110
207,11001111,0.076696498884737,-0.383482494423685,11001111
208,11010000,0.230089496654211,1.15044748327106,11010000
209,11010001,0.230089496654211,0.997054485501582,11010001
210,11010010,0.230089496654211,0.690268489962633,11010010
211,11010011,0.230089496654211,0.843661487732108,11010011
212,11010100,0.230089496654211,0.076696498884737,11010100
213,11010101,0.230089496654211,0.230089496654211,11010101
214,11010110,0.230089496654211,0.536875492193159,11010110
215,11010111,0.230089496654211,0.383482494423685,11010111
216,11011000,0.230089496654211,-1.15044748327106,11011000
217,11011001,0.230089496654211,-0.997054485501582,11011001
218,11011010,0.230089496654211,-0.690268489962633,11011010
219,11011011,0.230089496654211,-0.843661487732108,11011011
220,11011100,0.230089496654211,-0.076696498884737,11011100
221,11011101,0.230089496654211,-0.230089496654211,11011101
222,11011110,0.230089496654211,-0.536875492193159,11011110
223,11011111,0.230089496654211,-0.383482494423685,11011111
224,11100000,0.536875492193159,1.15044748327106,11100000
225,11100001,0.536875492193159,0.997054485501582,11100001
226,11100010,0.536875492193159,0.690268489962633,11100010
227,11100011,0.536875492193159,0.843661487732108,11100011
228,11100100,0.536875492193159,0.076696498884737,11100100
229,11100101,0.536875492193159,0.230089496654211,11100101
230,11100110,0.536875492193159,0.536875492193159,11100110
231,11100111,0.536875492193159,0.383482494423685,11100111
232,11101000,0.536875492193159,-1.15044748327106,11101000
233,11101001,0.536875492193159,-0.997054485501582,11101001
234,11101010,0.536875492193159,-0.690268489962633,11101010
235,11101011,0.536875492193159,-0.843661487732108,11101011
236,11101100,0.536875492193159,-0.076696498884737,11101100
237,11101101,0.536875492193159,-0.230089496654211,11101101
238,11101110,0.536875492193159,-0.536875492193159,11101110
239,11101111,0.536875492193159,-0.383482494423685,11101111
240,11110000,0.383482494423685,1.15044748327106,11110000
241,11110001,0.383482494423685,0.997054485501582,11110001
242,11110010,0.383482494423685,0.690268489962633,11110010
243,11110011,0.383482494423685,0.843661487732108,11110011
244,11110100,0.383482494423685,0.076696498884737,11110100
245,11110101,0.383482494423685,0.230089496654211,11110101
246,11110110,0.383482494423685,0.536875492193159,11110110
247,11110111,0.383482494423685,0.383482494423685,11110111
248,11111000,0.383482494423685,-1.15044748327106,11111000
249,11111001,0.383482494423685,-0.997054485501582,11111001
250,11111010,0.383482494423685,-0.690268489962633,11111010
251,11111011,0.383482494423685,-0.843661487732108,11111011
252,11111100,0.383482494423685,-0.076696498884737,11111100
253,11111101,0.383482494423685,-0.230089496654211,11111101
254,11111110,0.383482494423685,-0.536875492193159,11111110
255,11111111,0.383482494423685,-0.383482494423685,11111111
