row_index,bits,real_part,imag_part,hard_bits_from_soft
0,00000000,-1.15044748327106,1.15044748327106,00000000
1,00000001,-1.15044748327106,0.997054485501582,00000001
2,00000010,-1.15044748327106,0.690268489962633,00000010
3,00000011,-1.15044748327106,0.843661487732108,00000011
4,00000100,-1.15044748327106,0.076696498884737,00000100
5,00000101,-1.15044748327106,0.230089496654211,00000101
6,00000110,-1.15044748327106,0.536875492193159,00000110
7,00000111,-1.15044748327106,0.383482494423685,00000111
8,00001000,-1.15044748327106,-1.15044748327106,00001000
9,00001001,-1.15044748327106,-0.997054485501582,00001001
10,00001010,-1.15044748327106,-0.690268489962633,00001010
11,00001011,-1.15044748327106,-0.843661487732108,00001011
12,00001100,-1.15044748327106,-0.076696498884737,00001100
13,00001101,-1.15044748327106,-0.230089496654211,00001101
14,00001110,-1.15044748327106,-0.536875492193159,00001110
15,00001111,-1.15044748327106,-0.383482494423685,00001111
16,00010000,-0.997054485501582,1.15044748327106,00010000
17,00010001,-0.997054485501582,0.997054485501582,00010001
18,00010010,-0.997054485501582,0.690268489962633,00010010
19,00010011,-0.997054485501582,0.843661487732108,00010011
20,00010100,-0.997054485501582,0.076696498884737,00010100
21,00010101,-0.997054485501582,0.230089496654211,00010101
22,00010110,-0.997054485501582,0.536875492193159,00010110
23,00010111,-0.997054485501582,0.383482494423685,00010111
24,00011000,-0.997054485501582,-1.15044748327106,00011000
25,00011001,-0.997054485501582,-0.997054485501582,00011001
26,00011010,-0.997054485501582,-0.690268489962633,00011010
27,00011011,-0.997054485501582,-0.843661487732108,00011011
28,00011100,-0.997054485501582,-0.076696498884737,00011100
29,00011101,-0.997054485501582,-0.230089496654211,00011101
30,00011110,-0.997054485501582,-0.536875492193159,00011110
31,00011111,-0.997054485501582,-0.383482494423685,00011111
32,00100000,-0.690268489962633,1.15044748327106,00100000
33,00100001,-0.690268489962633,0.997054485501582,00100001
34,00100010,-0.690268489962633,0.690268489962633,00100010
35,00100011,-0.690268489962633,0.843661487732108,00100011
36,00100100,-0.690268489962633,0.076696498884737,00100100
37,00100101,-0.690268489962633,0.230089496654211,00100101
38,00100110,-0.690268489962633,0.536875492193159,00100110
39,00100111,-0.690268489962633,0.383482494423685,00100111
40,00101000,-0.690268489962633,-1.15044748327106,00101000
41,00101001,-0.690268489962633,-0.997054485501582,00101001
42,00101010,-0.690268489962633,-0.690268489962633,00101010
43,00101011,-0.690268489962633,-0.843661487732108,00101011
44,00101100,-0.690268489962633,-0.076696498884737,00101100
45,00101101,-0.690268489962633,-0.230089496654211,00101101
46,00101110,-0.690268489962633,-0.536875492193159,00101110
47,00101111,-0.690268489962633,-0.383482494423685,00101111
48,00110000,-0.843661487732108,1.15044748327106,00110000
49,00110001,-0.843661487732108,0.997054485501582,00110001
50,00110010,-0.843661487732108,0.690268489962633,00110010
51,00110011,-0.843661487732108,0.843661487732108,00110011
52,00110100,-0.843661487732108,0.076696498884737,00110100
53,00110101,-0.843661487732108,0.230089496654211,00110101
54,00110110,-0.843661487732108,0.536875492193159,00110110
55,00110111,-0.843661487732108,0.383482494423685,00110111
56,00111000,-0.843661487732108,-1.15044748327106,00111000
57,00111001,-0.843661487732108,-0.997054485501582,00111001
58,00111010,-0.843661487732108,-0.690268489962633,00111010
59,00111011,-0.843661487732108,-0.843661487732108,00111011
60,00111100,-0.843661487732108,-0.076696498884737,00111100
61,00111101,-0.843661487732108,-0.230089496654211,00111101
62,00111110,-0.843661487732108,-0.536875492193159,00111110
63,00111111,-0.843661487732108,-0.383482494423685,00111111
64,01000000,-0.076696498884737,1.15044748327106,01000000
65,01000001,-0.076696498884737,0.997054485501582,01000001
66,01000010,-0.076696498884737,0.690268489962633,01000010
67,01000011,-0.076696498884737,0.843661487732108,01000011
68,01000100,-0.076696498884737,0.076696498884737,01000100
69,01000101,-0.076696498884737,0.230089496654211,01000101
70,01000110,-0.076696498884737,0.536875492193159,01000110
71,01000111,-0.076696498884737,0.383482494423685,01000111
72,01001000,-0.076696498884737,-1.15044748327106,01001000
73,01001001,-0.076696498884737,-0.997054485501582,01001001
74,01001010,-0.076696498884737,-0.690268489962633,01001010
75,01001011,-0.076696498884737,-0.843661487732108,01001011
76,01001100,-0.076696498884737,-0.076696498884737,01001100
77,01001101,-0.076696498884737,-0.230089496654211,01001101
78,01001110,-0.076696498884737,-0.536875492193159,01001110
79,01001111,-0.076696498884737,-0.383482494423685,01001111
80,01010000,-0.230089496654211,1.15044748327106,01010000
81,01010001,-0.230089496654211,0.997054485501582,01010001
82,01010010,-0.230089496654211,0.690268489962633,01010010
83,01010011,-0.230089496654211,0.843661487732108,01010011
84,01010100,-0.230089496654211,0.076696498884737,01010100
85,01010101,-0.230089496654211,0.230089496654211,01010101
86,01010110,-0.230089496654211,0.536875492193159,01010110
87,01010111,-0.230089496654211,0.383482494423685,01010111
88,01011000,-0.230089496654211,-1.15044748327106,01011000
89,01011001,-0.230089496654211,-0.997054485501582,01011001
90,01011010,-0.230089496654211,-0.690268489962633,01011010
91,01011011,-0.230089496654211,-0.843661487732108,01011011
92,01011100,-0.230089496654211,-0.076696498884737,01011100
93,01011101,-0.230089496654211,-0.230089496654211,01011101
94,01011110,-0.230089496654211,-0.536875492193159,01011110
95,01011111,-0.230089496654211,-0.383482494423685,01011111
96,01100000,-0.536875492193159,1.15044748327106,01100000
97,01100001,-0.536875492193159,0.997054485501582,01100001
98,01100010,-0.536875492193159,0.690268489962633,01100010
99,01100011,-0.536875492193159,0.843661487732108,01100011
100,01100100,-0.536875492193159,0.076696498884737,01100100
101,01100101,-0.536875492193159,0.230089496654211,01100101
102,01100110,-0.536875492193159,0.536875492193159,01100110
103,01100111,-0.536875492193159,0.383482494423685,01100111
104,01101000,-0.536875492193159,-1.15044748327106,01101000
105,01101001,-0.536875492193159,-0.997054485501582,01101001
106,01101010,-0.536875492193159,-0.690268489962633,01101010
107,01101011,-0.536875492193159,-0.843661487732108,01101011
108,01101100,-0.536875492193159,-0.076696498884737,01101100
109,01101101,-0.536875492193159,-0.230089496654211,01101101
110,01101110,-0.536875492193159,-0.536875492193159,01101110
111,01101111,-0.536875492193159,-0.383482494423685,01101111
112,01110000,-0.383482494423685,1.15044748327106,01110000
113,01110001,-0.383482494423685,0.997054485501582,01110001
114,01110010,-0.383482494423685,0.690268489962633,01110010
115,01110011,-0.383482494423685,0.843661487732108,01110011
116,01110100,-0.383482494423685,0.076696498884737,01110100
117,01110101,-0.383482494423685,0.230089496654211,01110101
118,01110110,-0.383482494423685,0.536875492193159,01110110
119,01110111,-0.383482494423685,0.383482494423685,01110111
120,01111000,-0.383482494423685,-1.15044748327106,01111000
121,01111001,-0.383482494423685,-0.997054485501582,01111001
122,01111010,-0.383482494423685,-0.690268489962633,01111010
123,01111011,-0.383482494423685,-0.843661487732108,01111011
124,01111100,-0.383482494423685,-0.076696498884737,01111100
125,01111101,-0.383482494423685,-0.230089496654211,01111101
126,01111110,-0.383482494423685,-0.536875492193159,01111110
127,01111111,-0.383482494423685,-0.383482494423685,01111111
128,10000000,1.15044748327106,1.15044748327106,10000000
129,10000001,1.15044748327106,0.997054485501582,10000001
130,10000010,1.15044748327106,0.690268489962633,10000010
131,10000011,1.15044748327106,0.843661487732108,10000011
132,10000100,1.15044748327106,0.076696498884737,10000100
133,10000101,1.15044748327106,0.230089496654211,10000101
134,10000110,1.15044748327106,0.536875492193159,10000110
135,10000111,1.15044748327106,0.383482494423685,10000111
136,10001000,1.15044748327106,-1.15044748327106,10001000
137,10001001,1.15044748327106,-0.997054485501582,10001001
138,10001010,1.15044748327106,-0.690268489962633,10001010
139,10001011,1.15044748327106,-0.843661487732108,10001011
140,10001100,1.15044748327106,-0.076696498884737,10001100
141,10001101,1.15044748327106,-0.230089496654211,10001101
142,10001110,1.15044748327106,-0.536875492193159,10001110
143,10001111,1.15044748327106,-0.383482494423685,10001111
144,10010000,0.997054485501582,1.15044748327106,10010000
145,10010001,0.997054485501582,0.997054485501582,10010001
146,10010010,0.997054485501582,0.690268489962633,10010010
147,10010011,0.997054485501582,0.843661487732108,10010011
148,10010100,0.997054485501582,0.076696498884737,10010100
149,10010101,0.997054485501582,0.230089496654211,10010101
150,10010110,0.997054485501582,0.536875492193159,10010110
151,10010111,0.997054485501582,0.383482494423685,10010111
152,10011000,0.997054485501582,-1.15044748327106,10011000
153,10011001,0.997054485501582,-0.997054485501582,10011001
154,10011010,0.997054485501582,-0.690268489962633,10011010
