snr_db,avg_svd,avg_gmd,gain_gmd_vs_svd,avg_svd_leakage,avg_gmd_leakage
0.0,4.469253731843681,2.9819064838831153,-1.4873472479605656,0.0,0.0
5.0,11.462627136282908,7.579567970919191,-3.8830591653637168,0.0,0.0
10.0,24.245049150896314,17.660520429563135,-6.584528721333179,0.0,0.0
15.0,42.877384011371404,33.7596534185173,-9.117730592854102,0.0,0.0
20.0,64.72798704739216,53.600819340849625,-11.127167706542537,0.0,0.0
25.0,83.13486551855995,77.47146909691011,-5.663396421649836,0.0,0.0
30.0,92.74462731717605,94.8909564502685,2.1463291330924505,0.0,0.0
