snr_db,gmd,ucd,gain_ucd_vs_gmd,gmd_ber,ucd_ber,gmd_leakage,ucd_leakage
0.0,0.010936638603984505,0.0978445021360379,0.0869078635320534,0.497900390625,0.4804524739583333,0.0,0.0
10.0,4.242047000597321,6.005977898812629,1.7639308982153086,0.3989908854166667,0.3620930989583334,0.0,0.0
20.0,25.4055724953329,27.15733586046364,1.7517633651307385,0.16295572916666665,0.13896484375,0.0,0.0
30.0,47.0446450064318,47.32861883318047,0.2839738267486709,0.0051920572916666664,0.003401692708333333,0.0,0.0
40.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0
50.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0
