snr_db,svd,gmd,ucd,gain_gmd_vs_svd,gain_ucd_vs_svd,gain_ucd_vs_gmd,svd_ber,gmd_ber,ucd_ber,svd_leakage,gmd_leakage,ucd_leakage
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400390625,0.41341145833333337,0.40592447916666663,0.47314540251964154,0.47314540251964177,0.4731454025196417
