snr_db,gmd,ucd,gain_ucd_vs_gmd,gmd_ber,ucd_ber,gmd_leakage,ucd_leakage
10.0,12.10800901797363,12.418624548398347,0.310615530424716,0.26739773220486107,0.2638346354166667,0.0,0.0
