snr_db,gmd,ucd,gain_ucd_vs_gmd,gmd_ber,ucd_ber,gmd_leakage,ucd_leakage
10.0,0.0,0.0,0.0,0.41341145833333337,0.40592447916666663,0.47314540251964177,0.4731454025196417
