snr_db,gmd,ucd,gain_ucd_vs_gmd,gmd_ber,ucd_ber,gmd_leakage,ucd_leakage
10.0,11.350947981656004,11.257119866921972,-0.0938281147340323,0.27481282552083336,0.2716715494791667,0.0,0.0
15.0,25.428630420107105,25.500903170086865,0.07227274997975996,0.14757486979166667,0.146826171875,0.0,0.0
20.0,38.992478488606665,39.020287960498905,0.027809471892240367,0.054069010416666674,0.05389811197916666,0.0,0.0
25.0,46.82457729982542,46.827807867382205,0.003230567556784081,0.0061686197916666664,0.006095377604166667,0.0,0.0
30.0,47.980576310053934,47.98065932321511,8.301316117353963e-05,8.951822916666667e-05,8.951822916666667e-05,0.0,0.0
35.0,47.999999999520846,47.999999999519,-1.8474111129762605e-12,0.0,0.0,0.0,0.0
40.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0
