snr_db,gmd,ucd,gain_ucd_vs_gmd,gmd_ber,ucd_ber,gmd_leakage,ucd_leakage
10.0,7.181579888681137,9.979738500798831,2.7981586121176942,0.3063151041666667,0.29296875,0.039274989646166755,0.03927498964616669
