snr_db,svd,gmd,ucd,gain_gmd_vs_svd,gain_ucd_vs_svd,gain_ucd_vs_gmd,svd_ber,gmd_ber,ucd_ber,svd_leakage,gmd_leakage,ucd_leakage
10.0,22.898696025092732,10.651639777536056,11.249540162768346,-12.247056247556676,-11.649155862324386,0.5979003852322897,0.692138671875,0.3125,0.304443359375,0.0,0.0,0.0
15.0,33.477420744940005,22.894495009529763,23.253345241615445,-10.582925735410242,-10.22407550332456,0.35885023208568256,0.4248046875,0.17740885416666666,0.17423502604166669,0.0,0.0,0.0
20.0,41.575898191315005,40.43756905387434,40.557112945719055,-1.1383291374406639,-1.01878524559595,0.11954389184471381,0.20166015625,0.0458984375,0.044270833333333336,0.0,0.0,0.0
25.0,45.98928512001322,47.788757785347215,47.79759135342823,1.7994726653339939,1.80830623341501,0.008833568081016097,0.05859375,0.0008138020833333333,0.0008138020833333333,0.0,0.0,0.0
30.0,47.725339426640815,47.99999996844927,47.9999999727679,0.27466054180845845,0.27466054612708746,4.318629009958386e-09,0.007080078125,0.0,0.0,0.0,0.0,0.0
