channel_index,snr_db,svd_rate,ucd_rate,delta_rate
21,15,22.065617,20.041981,-2.0236358
21,20,30.888752,34.662382,3.77363
21,25,38.747133,47.156605,8.4094717
21,30,44.172194,48,3.8278059
22,0,1.5157539,0.13214995,-1.3836039
22,5,5.0313232,1.6372749,-3.3940483
22,10,11.118571,5.7370743,-5.381497
22,15,20.269047,14.171958,-6.097089
22,20,27.292631,30.161889,2.8692578
22,25,34.892077,44.84669,9.9546128
22,30,40.964427,47.985158,7.0207314
23,0,1.7136675,0.21609294,-1.4975745
23,5,5.415395,2.2912209,-3.1241741
23,10,12.609417,7.4912541,-5.1181627
23,15,21.979361,17.659993,-4.3193686
23,20,31.14719,36.284258,5.1370676
23,25,38.530098,47.686259,9.1561604
23,30,43.968141,48,4.0318588
24,0,1.085721,0,-1.085721
24,5,4.0116536,1.234829,-2.7768246
24,10,9.6642589,5.9984848,-3.6657741
24,15,19.080375,12.557247,-6.5231279
24,20,26.345368,26.936571,0.59120231
24,25,34.418714,44.019711,9.6009972
24,30,40.811479,47.509579,6.6981
25,0,0.56795985,0.085351623,-0.48260823
25,5,3.238841,1.4796966,-1.7591443
25,10,8.2228929,6.958817,-1.2640758
25,15,18.59339,16.407698,-2.1856925
25,20,30.417018,30.883754,0.46673572
25,25,40.220185,45.826111,5.6059255
25,30,46.589067,47.99054,1.4014722
26,0,0.84827199,0.19732382,-0.65094817
26,5,3.1405805,1.2452877,-1.8952928
26,10,8.7428728,6.9080723,-1.8348005
26,15,18.124684,16.105896,-2.0187885
26,20,29.796376,28.968536,-0.82784
26,25,38.886319,45.313633,6.4273132
26,30,44.250179,47.999724,3.7495451
27,0,0.83576903,0.10328007,-0.73248895
27,5,4.1356497,2.3497278,-1.7859219
27,10,10.244152,8.1757026,-2.0684493
27,15,20.761036,16.741156,-4.0198795
27,20,31.6439,34.046622,2.4027216
27,25,40.080211,47.04509,6.9648787
27,30,45.433586,48,2.5664138
28,0,0.70283145,0.017778879,-0.68505257
28,5,4.5681111,2.1241731,-2.443938
28,10,10.659611,9.0196425,-1.6399687
28,15,21.066432,18.003607,-3.0628252
28,20,32.667737,33.366245,0.69850735
28,25,38.864474,46.515235,7.6507605
28,30,42.708175,47.999872,5.2916968
29,0,1.7046141,0.39384665,-1.3107675
29,5,6.4788548,2.5992189,-3.8796358
29,10,14.113488,8.2463172,-5.8671708
29,15,23.834205,18.977221,-4.8569846
29,20,31.618134,35.210512,3.5923781
29,25,37.132104,46.602615,9.4705113
29,30,40.060258,48,7.9397412
30,0,1.0527841,0.070273042,-0.98251103
30,5,3.8682729,0.47854357,-3.3897294
30,10,9.0697961,2.9958964,-6.0738997
30,15,17.33633,7.1814173,-10.154913
30,20,24.406873,12.38841,-12.018463
30,25,29.77057,36.18208,6.4115092
30,30,35.666433,47.277654,11.61122
31,0,1.7228141,0.37348834,-1.3493258
31,5,5.2690375,2.7244194,-2.5446181
31,10,12.140967,8.8755505,-3.2654163
31,15,21.961397,19.863462,-2.097935
31,20,32.874914,38.00112,5.1262063
31,25,42.159202,47.790156,5.6309549
31,30,46.72572,48,1.2742799
